0	0	0	0
4435740338503928e-27	-.0006007212697506298	-.0006007212697506298	-.0012094696102841992
5566664885921216e-27	-.0012082875914143972	-.0012082875914143972	-.0024498793988356237
13663707640996144e-28	-.0018229459195917687	-.0018229459195917687	-.0037237253863106902
7445639880595828e-27	-.002444958389051554	-.002444958389051554	-.005033858336340096
13725761442624903e-28	-.003074603677702947	-.003074603677702947	-.006383558787111462
-5718839301077329e-27	-.003712178427454933	-.003712178427454933	-.007776633421210804
32989586243267666e-28	-.004357998969110013	-.004357998969110013	-.009217541524564924
7384010754941286e-27	-.0050124031671137876	-.0050124031671137876	-.010711563267866233
66120372239733834e-28	-.005675752510639065	-.005675752510639065	-.0122650281504546
2690133491881355e-27	-.0063484344947873335	-.0063484344947873335	-.013885632531561751
2849343565881269e-27	-.007030865308379141	-.007030865308379141	-.015582892459172736
0	0	0	0
0	3382153333989692e-20	-3382153333989692e-20	0
0	6842443276087518e-20	-6842443276087518e-20	0
0	.00010385149937101191	-.00010385149937101191	0
0	.00014014913651669793	-.00014014913651669793	0
0	.00017736769925680813	-.00017736769925680813	0
0	.00021556201890911533	-.00021556201890911533	0
0	.00025479183427015966	-.00025479183427015966	0
0	.00029512250448426435	-.00029512250448426435	0
0	.0003366256385648974	-.0003366256385648974	0
0	.00037937993912449855	-.00037937993912449855	0
0	.0004234721150753386	-.0004234721150753386	0
0	0	0	0
-22567565815768676e-28	4578106311194338e-27	.0003981112839571203	-.0012093425746049892
34164649760436105e-28	-42453721461735745e-28	.0007959420981894459	-.0024493508260642668
3758840097759745e-28	1715516175788609e-27	.0011934929346620782	-.0037224858844342548
8195729070674237e-27	-11978220740767865e-27	.0015907642667265783	-.005031556839198545
-1971170246183365e-27	3926363701049914e-27	.001987756579719014	-.00637979387543282
-9159245967896967e-28	3768664392650664e-27	.002384470342631791	-.00777094225173909
-15287649231669844e-28	3737682393944687e-27	.0027809060427581613	-.009209385190585144
19555228950655941e-29	-922593188387193e-27	.003177064144103839	-.01070030737376959
15996806978843e-25	4234184547065952e-27	.003572945133640291	-.012249916206635125
-35021116617001725e-28	5364660716653494e-27	.003968549472051587	-.013865749072140629
11926569285136824e-27	3116971813033773e-26	.004363877634645566	-.015557109769156741
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
